@relation 'winequality-red-weka.filters.unsupervised.attribute.Discretize-F-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-F-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-F-B10-M-1.0-R5,8-precision6'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides {'\'(-inf-0.0605]\'','\'(0.0605-0.0675]\'','\'(0.0675-0.0725]\'','\'(0.0725-0.0755]\'','\'(0.0755-0.0785]\'','\'(0.0785-0.0815]\'','\'(0.0815-0.0865]\'','\'(0.0865-0.0935]\'','\'(0.0935-0.1065]\'','\'(0.1065-inf)\''}
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density {'\'(-inf-0.99455]\'','\'(0.99455-0.99535]\'','\'(0.99535-0.995865]\'','\'(0.995865-0.996305]\'','\'(0.996305-0.996755]\'','\'(0.996755-0.997175]\'','\'(0.997175-0.99759]\'','\'(0.99759-0.99816]\'','\'(0.99816-0.99912]\'','\'(0.99912-inf)\''}
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality numeric

@data
6.4,0.37,0.25,1.9,'\'(0.0725-0.0755]\'',21,49,'\'(0.997175-0.99759]\'',3.57,0.62,9.8,6
6.8,0.63,0.12,3.8,'\'(0.0935-0.1065]\'',16,126,'\'(0.996755-0.997175]\'',3.28,0.61,9.5,5
7.6,0.55,0.21,2.2,'\'(0.0675-0.0725]\'',7,28,'\'(0.996305-0.996755]\'',3.28,0.55,9.7,5
7.6,0.55,0.21,2.2,'\'(0.0675-0.0725]\'',7,28,'\'(0.996305-0.996755]\'',3.28,0.55,9.7,5
7.8,0.59,0.33,2,'\'(0.0725-0.0755]\'',24,120,'\'(0.996755-0.997175]\'',3.25,0.54,9.4,5
7.3,0.58,0.3,2.4,'\'(0.0725-0.0755]\'',15,55,'\'(0.996755-0.997175]\'',3.46,0.59,10.2,5
11.5,0.3,0.6,2,'\'(0.0605-0.0675]\'',12,27,'\'(0.99759-0.99816]\'',3.11,0.97,10.1,6
5.4,0.835,0.08,1.2,'\'(-inf-0.0605]\'',13,93,'\'(-inf-0.99455]\'',3.57,0.85,13,7
6.9,1.09,0.06,2.1,'\'(0.0605-0.0675]\'',12,31,'\'(0.99455-0.99535]\'',3.51,0.43,11.4,4
9.6,0.32,0.47,1.4,'\'(-inf-0.0605]\'',9,24,'\'(0.996755-0.997175]\'',3.22,0.82,10.3,7
8.8,0.37,0.48,2.1,'\'(0.0935-0.1065]\'',39,145,'\'(0.997175-0.99759]\'',3.04,1.03,9.3,5
6.8,0.5,0.11,1.5,'\'(0.0725-0.0755]\'',16,49,'\'(0.99535-0.995865]\'',3.36,0.79,9.5,5
7,0.42,0.35,1.6,'\'(0.0865-0.0935]\'',16,39,'\'(0.995865-0.996305]\'',3.34,0.55,9.2,5
7,0.43,0.36,1.6,'\'(0.0865-0.0935]\'',14,37,'\'(0.995865-0.996305]\'',3.34,0.56,9.2,6
12.8,0.3,0.74,2.6,'\'(0.0935-0.1065]\'',9,28,'\'(0.99912-inf)\'',3.2,0.77,10.8,7
12.8,0.3,0.74,2.6,'\'(0.0935-0.1065]\'',9,28,'\'(0.99912-inf)\'',3.2,0.77,10.8,7
7.8,0.57,0.31,1.8,'\'(0.0675-0.0725]\'',26,120,'\'(0.995865-0.996305]\'',3.29,0.53,9.3,5
7.8,0.44,0.28,2.7,'\'(0.0935-0.1065]\'',18,95,'\'(0.996305-0.996755]\'',3.22,0.67,9.4,5
11,0.3,0.58,2.1,'\'(-inf-0.0605]\'',7,19,'\'(0.99759-0.99816]\'',3.31,0.88,10.5,7
9.7,0.53,0.6,2,'\'(-inf-0.0605]\'',5,19,'\'(0.99535-0.995865]\'',3.3,0.86,12.4,6
8,0.725,0.24,2.8,'\'(0.0815-0.0865]\'',10,62,'\'(0.996755-0.997175]\'',3.35,0.56,10,6
11.6,0.44,0.64,2.1,'\'(-inf-0.0605]\'',5,15,'\'(0.99759-0.99816]\'',3.21,0.67,10.2,6
8.2,0.57,0.26,2.2,'\'(-inf-0.0605]\'',28,65,'\'(0.995865-0.996305]\'',3.3,0.43,10.1,5
7.8,0.735,0.08,2.4,'\'(0.0865-0.0935]\'',10,41,'\'(0.997175-0.99759]\'',3.24,0.71,9.8,6
7,0.49,0.49,5.6,'\'(-inf-0.0605]\'',26,121,'\'(0.997175-0.99759]\'',3.34,0.76,10.5,5
8.7,0.625,0.16,2,'\'(0.0935-0.1065]\'',13,49,'\'(0.995865-0.996305]\'',3.14,0.57,11,5
8.1,0.725,0.22,2.2,'\'(0.0675-0.0725]\'',11,41,'\'(0.996305-0.996755]\'',3.36,0.55,9.1,5
7.5,0.49,0.19,1.9,'\'(0.0755-0.0785]\'',10,44,'\'(0.99535-0.995865]\'',3.39,0.54,9.7,5
7.8,0.53,0.33,2.4,'\'(0.0785-0.0815]\'',24,144,'\'(0.996305-0.996755]\'',3.3,0.6,9.5,5
7.8,0.34,0.37,2,'\'(0.0815-0.0865]\'',24,58,'\'(0.996305-0.996755]\'',3.34,0.59,9.4,6
7.4,0.53,0.26,2,'\'(0.0935-0.1065]\'',16,72,'\'(0.99535-0.995865]\'',3.15,0.57,9.4,5
6.8,0.61,0.04,1.5,'\'(-inf-0.0605]\'',5,10,'\'(0.99455-0.99535]\'',3.42,0.6,9.5,5
8.6,0.645,0.25,2,'\'(0.0815-0.0865]\'',8,28,'\'(0.99759-0.99816]\'',3.28,0.6,10,6
8.4,0.635,0.36,2,'\'(0.0865-0.0935]\'',15,55,'\'(0.997175-0.99759]\'',3.31,0.57,10.4,4
7.7,0.43,0.25,2.6,'\'(0.0725-0.0755]\'',29,63,'\'(0.995865-0.996305]\'',3.37,0.58,10.5,6
8.9,0.59,0.5,2,'\'(0.1065-inf)\'',27,81,'\'(0.996305-0.996755]\'',3.04,1.61,9.5,6
9,0.82,0.14,2.6,'\'(0.0865-0.0935]\'',9,23,'\'(0.99816-0.99912]\'',3.39,0.63,9.8,5
7.7,0.43,0.25,2.6,'\'(0.0725-0.0755]\'',29,63,'\'(0.995865-0.996305]\'',3.37,0.58,10.5,6
6.9,0.52,0.25,2.6,'\'(0.0785-0.0815]\'',10,37,'\'(0.996755-0.997175]\'',3.46,0.5,11,5
5.2,0.48,0.04,1.6,'\'(-inf-0.0605]\'',19,106,'\'(-inf-0.99455]\'',3.54,0.62,12.2,7
8,0.38,0.06,1.8,'\'(0.0755-0.0785]\'',12,49,'\'(0.995865-0.996305]\'',3.37,0.52,9.9,6
8.5,0.37,0.2,2.8,'\'(0.0865-0.0935]\'',18,58,'\'(0.99759-0.99816]\'',3.34,0.7,9.6,6
6.9,0.52,0.25,2.6,'\'(0.0785-0.0815]\'',10,37,'\'(0.996755-0.997175]\'',3.46,0.5,11,5
8.2,1,0.09,2.3,'\'(0.0605-0.0675]\'',7,37,'\'(0.996755-0.997175]\'',3.32,0.55,9,6
7.2,0.63,0,1.9,'\'(0.0935-0.1065]\'',14,38,'\'(0.996305-0.996755]\'',3.37,0.58,9,6
7.2,0.63,0,1.9,'\'(0.0935-0.1065]\'',14,38,'\'(0.996305-0.996755]\'',3.37,0.58,9,6
7.2,0.645,0,1.9,'\'(0.0935-0.1065]\'',15,39,'\'(0.996305-0.996755]\'',3.37,0.58,9.2,6
7.2,0.63,0,1.9,'\'(0.0935-0.1065]\'',14,38,'\'(0.996305-0.996755]\'',3.37,0.58,9,6
8.2,1,0.09,2.3,'\'(0.0605-0.0675]\'',7,37,'\'(0.996755-0.997175]\'',3.32,0.55,9,6
8.9,0.635,0.37,1.7,'\'(0.1065-inf)\'',5,62,'\'(0.996755-0.997175]\'',3,1.09,9.3,5
12,0.38,0.56,2.1,'\'(0.0865-0.0935]\'',6,24,'\'(0.99912-inf)\'',3.14,0.71,10.9,6
7.7,0.58,0.1,1.8,'\'(0.0935-0.1065]\'',28,109,'\'(0.99535-0.995865]\'',3.08,0.49,9.8,6
15,0.21,0.44,2.2,'\'(0.0725-0.0755]\'',10,24,'\'(0.99912-inf)\'',3.07,0.84,9.2,7
15,0.21,0.44,2.2,'\'(0.0725-0.0755]\'',10,24,'\'(0.99912-inf)\'',3.07,0.84,9.2,7
7.3,0.66,0,2,'\'(0.0815-0.0865]\'',6,23,'\'(0.99816-0.99912]\'',3.61,0.96,9.9,6
7.1,0.68,0.07,1.9,'\'(0.0725-0.0755]\'',16,51,'\'(0.996755-0.997175]\'',3.38,0.52,9.5,5
8.2,0.6,0.17,2.3,'\'(0.0675-0.0725]\'',11,73,'\'(0.995865-0.996305]\'',3.2,0.45,9.3,5
7.7,0.53,0.06,1.7,'\'(0.0725-0.0755]\'',9,39,'\'(0.995865-0.996305]\'',3.35,0.48,9.8,6
7.3,0.66,0,2,'\'(0.0815-0.0865]\'',6,23,'\'(0.99816-0.99912]\'',3.61,0.96,9.9,6
10.8,0.32,0.44,1.6,'\'(0.0605-0.0675]\'',16,37,'\'(0.99816-0.99912]\'',3.22,0.78,10,6
7.1,0.6,0,1.8,'\'(0.0725-0.0755]\'',16,34,'\'(0.997175-0.99759]\'',3.47,0.7,9.9,6
11.1,0.35,0.48,3.1,'\'(0.0865-0.0935]\'',5,21,'\'(0.99816-0.99912]\'',3.17,0.53,10.5,5
7.7,0.775,0.42,1.9,'\'(0.0865-0.0935]\'',8,86,'\'(0.995865-0.996305]\'',3.23,0.59,9.5,5
7.1,0.6,0,1.8,'\'(0.0725-0.0755]\'',16,34,'\'(0.997175-0.99759]\'',3.47,0.7,9.9,6
8,0.57,0.23,3.2,'\'(0.0725-0.0755]\'',17,119,'\'(0.996305-0.996755]\'',3.26,0.57,9.3,5
9.4,0.34,0.37,2.2,'\'(0.0725-0.0755]\'',5,13,'\'(0.99759-0.99816]\'',3.22,0.62,9.2,5
6.6,0.695,0,2.1,'\'(0.0725-0.0755]\'',12,56,'\'(0.996755-0.997175]\'',3.49,0.67,9.2,5
7.7,0.41,0.76,1.8,'\'(0.1065-inf)\'',8,45,'\'(0.996755-0.997175]\'',3.06,1.26,9.4,5
10,0.31,0.47,2.6,'\'(0.0815-0.0865]\'',14,33,'\'(0.99912-inf)\'',3.36,0.8,10.5,7
7.9,0.33,0.23,1.7,'\'(0.0755-0.0785]\'',18,45,'\'(0.995865-0.996305]\'',3.29,0.65,9.3,5
7,0.975,0.04,2,'\'(0.0865-0.0935]\'',12,67,'\'(0.99535-0.995865]\'',3.35,0.6,9.4,4
8,0.52,0.03,1.7,'\'(0.0675-0.0725]\'',10,35,'\'(0.99535-0.995865]\'',3.34,0.57,10,5
7.9,0.37,0.23,1.8,'\'(0.0755-0.0785]\'',23,49,'\'(0.995865-0.996305]\'',3.28,0.67,9.3,5
12.5,0.56,0.49,2.4,'\'(0.0605-0.0675]\'',5,27,'\'(0.99912-inf)\'',3.08,0.87,10.9,5
11.8,0.26,0.52,1.8,'\'(0.0675-0.0725]\'',6,10,'\'(0.996755-0.997175]\'',3.2,0.72,10.2,7
8.1,0.87,0,3.3,'\'(0.0935-0.1065]\'',26,61,'\'(0.99912-inf)\'',3.6,0.72,9.8,4
7.9,0.35,0.46,3.6,'\'(0.0755-0.0785]\'',15,37,'\'(0.997175-0.99759]\'',3.35,0.86,12.8,8
6.9,0.54,0.04,3,'\'(0.0755-0.0785]\'',7,27,'\'(0.99816-0.99912]\'',3.69,0.91,9.4,6
11.5,0.18,0.51,4,'\'(0.0935-0.1065]\'',4,23,'\'(0.99912-inf)\'',3.28,0.97,10.1,6
7.9,0.545,0.06,4,'\'(0.0865-0.0935]\'',27,61,'\'(0.996305-0.996755]\'',3.36,0.67,10.7,6
11.5,0.18,0.51,4,'\'(0.0935-0.1065]\'',4,23,'\'(0.99912-inf)\'',3.28,0.97,10.1,6
10.9,0.37,0.58,4,'\'(0.0675-0.0725]\'',17,65,'\'(0.99912-inf)\'',3.22,0.78,10.1,5
8.4,0.715,0.2,2.4,'\'(0.0755-0.0785]\'',10,38,'\'(0.997175-0.99759]\'',3.31,0.64,9.4,5
7.5,0.65,0.18,7,'\'(0.0865-0.0935]\'',27,94,'\'(0.99912-inf)\'',3.38,0.77,9.4,5
7.9,0.545,0.06,4,'\'(0.0865-0.0935]\'',27,61,'\'(0.996305-0.996755]\'',3.36,0.67,10.7,6
6.9,0.54,0.04,3,'\'(0.0755-0.0785]\'',7,27,'\'(0.99816-0.99912]\'',3.69,0.91,9.4,6
11.5,0.18,0.51,4,'\'(0.0935-0.1065]\'',4,23,'\'(0.99912-inf)\'',3.28,0.97,10.1,6
10.3,0.32,0.45,6.4,'\'(0.0725-0.0755]\'',5,13,'\'(0.99759-0.99816]\'',3.23,0.82,12.6,8
8.9,0.4,0.32,5.6,'\'(0.0865-0.0935]\'',10,47,'\'(0.99816-0.99912]\'',3.38,0.77,10.5,7
11.4,0.26,0.44,3.6,'\'(0.0675-0.0725]\'',6,19,'\'(0.99816-0.99912]\'',3.12,0.82,9.3,6
7.7,0.27,0.68,3.5,'\'(0.1065-inf)\'',5,10,'\'(0.997175-0.99759]\'',3.25,1.08,9.9,7
7.6,0.52,0.12,3,'\'(0.0605-0.0675]\'',12,53,'\'(0.996755-0.997175]\'',3.36,0.57,9.1,5
8.9,0.4,0.32,5.6,'\'(0.0865-0.0935]\'',10,47,'\'(0.99816-0.99912]\'',3.38,0.77,10.5,7
9.9,0.59,0.07,3.4,'\'(0.0935-0.1065]\'',32,71,'\'(0.99912-inf)\'',3.31,0.71,9.8,5
9.9,0.59,0.07,3.4,'\'(0.0935-0.1065]\'',32,71,'\'(0.99912-inf)\'',3.31,0.71,9.8,5
12,0.45,0.55,2,'\'(0.0725-0.0755]\'',25,49,'\'(0.99912-inf)\'',3.1,0.76,10.3,6
7.5,0.4,0.12,3,'\'(0.0865-0.0935]\'',29,53,'\'(0.996305-0.996755]\'',3.37,0.7,10.3,6
8.7,0.52,0.09,2.5,'\'(0.0865-0.0935]\'',20,49,'\'(0.99759-0.99816]\'',3.34,0.86,10.6,7
11.6,0.42,0.53,3.3,'\'(0.0935-0.1065]\'',33,98,'\'(0.99912-inf)\'',3.2,0.95,9.2,5
8.7,0.52,0.09,2.5,'\'(0.0865-0.0935]\'',20,49,'\'(0.99759-0.99816]\'',3.34,0.86,10.6,7
11,0.2,0.48,2,'\'(0.1065-inf)\'',6,18,'\'(0.99759-0.99816]\'',3.3,0.71,10.5,5
10.4,0.55,0.23,2.7,'\'(0.0865-0.0935]\'',18,48,'\'(0.99912-inf)\'',3.22,0.64,10.3,6
6.9,0.36,0.25,2.4,'\'(0.0935-0.1065]\'',5,16,'\'(0.996305-0.996755]\'',3.41,0.6,10.1,6
13.3,0.34,0.52,3.2,'\'(0.0935-0.1065]\'',17,53,'\'(0.99912-inf)\'',3.05,0.81,9.5,6
10.8,0.5,0.46,2.5,'\'(0.0725-0.0755]\'',5,27,'\'(0.99912-inf)\'',3.05,0.64,9.5,5
10.6,0.83,0.37,2.6,'\'(0.0815-0.0865]\'',26,70,'\'(0.99759-0.99816]\'',3.16,0.52,9.9,5
7.1,0.63,0.06,2,'\'(0.0815-0.0865]\'',8,29,'\'(0.99816-0.99912]\'',3.67,0.73,9.6,5
7.2,0.65,0.02,2.3,'\'(0.0935-0.1065]\'',5,31,'\'(0.99912-inf)\'',3.67,0.8,9.7,5
6.9,0.67,0.06,2.1,'\'(0.0785-0.0815]\'',8,33,'\'(0.99816-0.99912]\'',3.68,0.71,9.6,5
7.5,0.53,0.06,2.6,'\'(0.0815-0.0865]\'',20,44,'\'(0.996305-0.996755]\'',3.38,0.59,10.7,6
11.1,0.18,0.48,1.5,'\'(0.0675-0.0725]\'',7,15,'\'(0.997175-0.99759]\'',3.22,0.64,10.1,6
8.3,0.705,0.12,2.6,'\'(0.0865-0.0935]\'',12,28,'\'(0.99912-inf)\'',3.51,0.72,10,5
7.4,0.67,0.12,1.6,'\'(0.1065-inf)\'',5,21,'\'(0.995865-0.996305]\'',3.39,0.54,9.5,5
8.4,0.65,0.6,2.1,'\'(0.1065-inf)\'',12,90,'\'(0.997175-0.99759]\'',3.2,0.52,9.2,5
10.3,0.53,0.48,2.5,'\'(0.0605-0.0675]\'',6,25,'\'(0.99912-inf)\'',3.12,0.59,9.3,6
7.6,0.62,0.32,2.2,'\'(0.0815-0.0865]\'',7,54,'\'(0.996305-0.996755]\'',3.36,0.52,9.4,5
10.3,0.41,0.42,2.4,'\'(0.1065-inf)\'',6,14,'\'(0.99912-inf)\'',3.19,0.62,9.5,6
10.3,0.43,0.44,2.4,'\'(0.1065-inf)\'',5,12,'\'(0.99912-inf)\'',3.19,0.63,9.5,6
7.4,0.29,0.38,1.7,'\'(0.0605-0.0675]\'',9,30,'\'(0.996755-0.997175]\'',3.41,0.53,9.5,6
10.3,0.53,0.48,2.5,'\'(0.0605-0.0675]\'',6,25,'\'(0.99912-inf)\'',3.12,0.59,9.3,6
7.9,0.53,0.24,2,'\'(0.0675-0.0725]\'',15,105,'\'(0.995865-0.996305]\'',3.27,0.54,9.4,6
9,0.46,0.31,2.8,'\'(0.0865-0.0935]\'',19,98,'\'(0.99759-0.99816]\'',3.32,0.63,9.5,6
8.6,0.47,0.3,3,'\'(0.0755-0.0785]\'',30,135,'\'(0.99759-0.99816]\'',3.3,0.53,9.4,5
7.4,0.36,0.29,2.6,'\'(0.0865-0.0935]\'',26,72,'\'(0.996305-0.996755]\'',3.39,0.68,11,5
7.1,0.35,0.29,2.5,'\'(0.0935-0.1065]\'',20,53,'\'(0.995865-0.996305]\'',3.42,0.65,11,6
9.6,0.56,0.23,3.4,'\'(0.0935-0.1065]\'',37,92,'\'(0.99912-inf)\'',3.3,0.65,10.1,5
9.6,0.77,0.12,2.9,'\'(0.0815-0.0865]\'',30,74,'\'(0.99816-0.99912]\'',3.3,0.64,10.4,6
9.8,0.66,0.39,3.2,'\'(0.0815-0.0865]\'',21,59,'\'(0.99816-0.99912]\'',3.37,0.71,11.5,7
9.6,0.77,0.12,2.9,'\'(0.0815-0.0865]\'',30,74,'\'(0.99816-0.99912]\'',3.3,0.64,10.4,6
9.8,0.66,0.39,3.2,'\'(0.0815-0.0865]\'',21,59,'\'(0.99816-0.99912]\'',3.37,0.71,11.5,7
9.3,0.61,0.26,3.4,'\'(0.0865-0.0935]\'',25,87,'\'(0.99912-inf)\'',3.24,0.62,9.7,5
7.8,0.62,0.05,2.3,'\'(0.0785-0.0815]\'',6,18,'\'(0.997175-0.99759]\'',3.29,0.63,9.3,5
10.3,0.59,0.42,2.8,'\'(0.0865-0.0935]\'',35,73,'\'(0.99816-0.99912]\'',3.28,0.7,9.5,6
10,0.49,0.2,11,'\'(0.0675-0.0725]\'',13,50,'\'(0.99912-inf)\'',3.16,0.69,9.2,6
10,0.49,0.2,11,'\'(0.0675-0.0725]\'',13,50,'\'(0.99912-inf)\'',3.16,0.69,9.2,6
11.6,0.53,0.66,3.65,'\'(0.1065-inf)\'',6,14,'\'(0.99759-0.99816]\'',3.05,0.74,11.5,7
10.3,0.44,0.5,4.5,'\'(0.1065-inf)\'',5,13,'\'(0.99759-0.99816]\'',3.28,0.83,11.5,5
13.4,0.27,0.62,2.6,'\'(0.0815-0.0865]\'',6,21,'\'(0.99912-inf)\'',3.16,0.67,9.7,6
10.7,0.46,0.39,2,'\'(0.0605-0.0675]\'',7,15,'\'(0.99759-0.99816]\'',3.18,0.62,9.5,5
10.2,0.36,0.64,2.9,'\'(0.1065-inf)\'',10,41,'\'(0.99759-0.99816]\'',3.23,0.66,12.5,6
10.2,0.36,0.64,2.9,'\'(0.1065-inf)\'',10,41,'\'(0.99759-0.99816]\'',3.23,0.66,12.5,6
8,0.58,0.28,3.2,'\'(0.0605-0.0675]\'',21,114,'\'(0.997175-0.99759]\'',3.22,0.54,9.4,6
8.4,0.56,0.08,2.1,'\'(0.0935-0.1065]\'',16,44,'\'(0.99535-0.995865]\'',3.13,0.52,11,5
7.9,0.65,0.01,2.5,'\'(0.0755-0.0785]\'',17,38,'\'(0.995865-0.996305]\'',3.34,0.74,11.7,7
11.9,0.695,0.53,3.4,'\'(0.1065-inf)\'',7,21,'\'(0.99912-inf)\'',3.17,0.84,12.2,7
8.9,0.43,0.45,1.9,'\'(-inf-0.0605]\'',6,16,'\'(0.99455-0.99535]\'',3.35,0.7,12.5,6
7.8,0.43,0.32,2.8,'\'(0.0785-0.0815]\'',29,58,'\'(0.997175-0.99759]\'',3.31,0.64,10.3,5
12.4,0.49,0.58,3,'\'(0.0935-0.1065]\'',28,99,'\'(0.99912-inf)\'',3.16,1,11.5,6
12.5,0.28,0.54,2.3,'\'(0.0815-0.0865]\'',12,29,'\'(0.99912-inf)\'',3.11,1.36,9.8,7
12.2,0.34,0.5,2.4,'\'(0.0605-0.0675]\'',10,21,'\'(0.99912-inf)\'',3.12,1.18,9.2,6
10.6,0.42,0.48,2.7,'\'(0.0605-0.0675]\'',5,18,'\'(0.997175-0.99759]\'',3.21,0.87,11.3,6
10.9,0.39,0.47,1.8,'\'(0.1065-inf)\'',6,14,'\'(0.99816-0.99912]\'',3.3,0.75,9.8,6
10.9,0.39,0.47,1.8,'\'(0.1065-inf)\'',6,14,'\'(0.99816-0.99912]\'',3.3,0.75,9.8,6
11.9,0.57,0.5,2.6,'\'(0.0815-0.0865]\'',6,32,'\'(0.99912-inf)\'',3.12,0.78,10.7,6
7,0.685,0,1.9,'\'(0.0605-0.0675]\'',40,63,'\'(0.99759-0.99816]\'',3.6,0.81,9.9,5
6.6,0.815,0.02,2.7,'\'(0.0675-0.0725]\'',17,34,'\'(0.99535-0.995865]\'',3.58,0.89,12.3,7
13.8,0.49,0.67,3,'\'(0.0865-0.0935]\'',6,15,'\'(0.99816-0.99912]\'',3.02,0.93,12,6
9.6,0.56,0.31,2.8,'\'(0.0865-0.0935]\'',15,46,'\'(0.99759-0.99816]\'',3.11,0.92,10,6
9.1,0.785,0,2.6,'\'(0.0865-0.0935]\'',11,28,'\'(0.99912-inf)\'',3.36,0.86,9.4,6
10.7,0.67,0.22,2.7,'\'(0.1065-inf)\'',17,34,'\'(0.99912-inf)\'',3.28,0.98,9.9,6
9.1,0.795,0,2.6,'\'(0.0935-0.1065]\'',11,26,'\'(0.99912-inf)\'',3.35,0.83,9.4,6
7.7,0.665,0,2.4,'\'(0.0865-0.0935]\'',8,19,'\'(0.997175-0.99759]\'',3.27,0.73,9.3,5
13.5,0.53,0.79,4.8,'\'(0.1065-inf)\'',23,77,'\'(0.99912-inf)\'',3.18,0.77,13,5
6.1,0.21,0.4,1.4,'\'(0.0605-0.0675]\'',40.5,165,'\'(-inf-0.99455]\'',3.25,0.59,11.9,6
6.7,0.75,0.01,2.4,'\'(0.0755-0.0785]\'',17,32,'\'(0.99535-0.995865]\'',3.55,0.61,12.8,6
11.5,0.41,0.52,3,'\'(0.0785-0.0815]\'',29,55,'\'(0.99912-inf)\'',3.26,0.88,11,5
10.5,0.42,0.66,2.95,'\'(0.1065-inf)\'',12,29,'\'(0.996755-0.997175]\'',3.24,0.75,11.7,7
11.9,0.43,0.66,3.1,'\'(0.1065-inf)\'',10,23,'\'(0.99912-inf)\'',3.15,0.85,10.4,7
12.6,0.38,0.66,2.6,'\'(0.0865-0.0935]\'',10,41,'\'(0.99912-inf)\'',3.17,0.68,9.8,6
8.2,0.7,0.23,2,'\'(0.0935-0.1065]\'',14,81,'\'(0.997175-0.99759]\'',3.19,0.7,9.4,5
8.6,0.45,0.31,2.6,'\'(0.0815-0.0865]\'',21,50,'\'(0.99816-0.99912]\'',3.37,0.91,9.9,6
11.9,0.58,0.66,2.5,'\'(0.0675-0.0725]\'',6,37,'\'(0.99912-inf)\'',3.05,0.56,10,5
12.5,0.46,0.63,2,'\'(0.0675-0.0725]\'',6,15,'\'(0.99816-0.99912]\'',2.99,0.87,10.2,5
12.8,0.615,0.66,5.8,'\'(0.0815-0.0865]\'',7,42,'\'(0.99912-inf)\'',3.07,0.73,10,7
10,0.42,0.5,3.4,'\'(0.1065-inf)\'',7,21,'\'(0.99759-0.99816]\'',3.26,0.93,11.8,6
12.8,0.615,0.66,5.8,'\'(0.0815-0.0865]\'',7,42,'\'(0.99912-inf)\'',3.07,0.73,10,7
10.4,0.575,0.61,2.6,'\'(0.0755-0.0785]\'',11,24,'\'(0.99912-inf)\'',3.16,0.69,9,5
10.3,0.34,0.52,2.8,'\'(0.1065-inf)\'',15,75,'\'(0.99912-inf)\'',3.18,0.64,9.4,5
9.4,0.27,0.53,2.4,'\'(0.0725-0.0755]\'',6,18,'\'(0.995865-0.996305]\'',3.2,1.13,12,7
6.9,0.765,0.02,2.3,'\'(0.0605-0.0675]\'',35,63,'\'(0.997175-0.99759]\'',3.57,0.78,9.9,5
7.9,0.24,0.4,1.6,'\'(-inf-0.0605]\'',11,25,'\'(0.996305-0.996755]\'',3.32,0.87,8.7,6
9.1,0.28,0.48,1.8,'\'(0.0605-0.0675]\'',26,46,'\'(0.996305-0.996755]\'',3.32,1.04,10.6,6
7.4,0.55,0.22,2.2,'\'(0.0935-0.1065]\'',12,72,'\'(0.995865-0.996305]\'',3.05,0.63,9.2,5
14,0.41,0.63,3.8,'\'(0.0865-0.0935]\'',6,47,'\'(0.99912-inf)\'',3.01,0.81,10.8,6
11.5,0.54,0.71,4.4,'\'(0.1065-inf)\'',6,15,'\'(0.99816-0.99912]\'',3.01,0.83,11.8,7
11.5,0.45,0.5,3,'\'(0.0755-0.0785]\'',19,47,'\'(0.99912-inf)\'',3.26,1.11,11,6
9.4,0.27,0.53,2.4,'\'(0.0725-0.0755]\'',6,18,'\'(0.995865-0.996305]\'',3.2,1.13,12,7
11.4,0.625,0.66,6.2,'\'(0.0865-0.0935]\'',6,24,'\'(0.99816-0.99912]\'',3.11,0.99,13.3,6
8.3,0.42,0.38,2.5,'\'(0.0935-0.1065]\'',24,60,'\'(0.99759-0.99816]\'',3.31,0.7,10.8,6
8.3,0.26,0.42,2,'\'(0.0785-0.0815]\'',11,27,'\'(0.997175-0.99759]\'',3.21,0.8,9.4,6
13.7,0.415,0.68,2.9,'\'(0.0815-0.0865]\'',17,43,'\'(0.99912-inf)\'',3.06,0.8,10,6
8.3,0.26,0.42,2,'\'(0.0785-0.0815]\'',11,27,'\'(0.997175-0.99759]\'',3.21,0.8,9.4,6
8.3,0.26,0.42,2,'\'(0.0785-0.0815]\'',11,27,'\'(0.997175-0.99759]\'',3.21,0.8,9.4,6
7.7,0.51,0.28,2.1,'\'(0.0865-0.0935]\'',23,54,'\'(0.99759-0.99816]\'',3.42,0.74,9.2,5
7.4,0.63,0.07,2.4,'\'(0.0865-0.0935]\'',11,37,'\'(0.99759-0.99816]\'',3.43,0.76,9.7,6
7.8,0.54,0.26,2,'\'(0.0865-0.0935]\'',23,48,'\'(0.99759-0.99816]\'',3.41,0.74,9.2,6
8.3,0.66,0.15,1.9,'\'(0.0785-0.0815]\'',17,42,'\'(0.997175-0.99759]\'',3.31,0.54,9.6,6
7.8,0.46,0.26,1.9,'\'(0.0865-0.0935]\'',23,53,'\'(0.99759-0.99816]\'',3.43,0.74,9.2,6
9.6,0.38,0.31,2.5,'\'(0.0935-0.1065]\'',16,49,'\'(0.99816-0.99912]\'',3.19,0.7,10,7
5.6,0.85,0.05,1.4,'\'(-inf-0.0605]\'',12,88,'\'(-inf-0.99455]\'',3.56,0.82,12.9,8
13.7,0.415,0.68,2.9,'\'(0.0815-0.0865]\'',17,43,'\'(0.99912-inf)\'',3.06,0.8,10,6
9.5,0.37,0.52,2,'\'(0.0815-0.0865]\'',6,26,'\'(0.99759-0.99816]\'',3.18,0.51,9.5,5
